Distance,Distance_36k,Line,ANTOSTRAT_basement,bedmap2_bed,Susc,Window_Width,x,y,Depth,Depth_filtered,Depth_36k,binned,counts,oib_basement,oib_basement_filt,filt_clip
33000.0,0.0,404.59,,-1026.948509918032,1.3462369900997166,6557.9921,304087.9680962784,-1035811.3703619667,-3372.9161782338165,-3372.9161782338165,-3348.768638506316,0.0,11.0,-3345.4368404225525,-3344.097243072305,-3344.097243072305
38000.0,36000.0,404.59,,-1073.1768980763834,1.9916999288622899,6160.538033333333,296792.551012082,-1035800.4650437133,-3964.29752586957,-3964.29752586957,-3356.702846676614,0.0,14.0,-3351.944274048323,-3350.082644117357,-3350.082644117357
43000.0,36000.0,404.59,,-1069.8592664858566,1.50718528595027,6955.446166666667,293937.48150093,-1035793.6497208168,-3580.2434894245503,-3580.2434894245503,-3357.42413832846,0.0,14.0,-3359.495772835535,-3357.112110323849,-3357.112110323849
48000.0,36000.0,404.59,,-1041.5106198601602,3.7874400997505697,5365.6299,288284.93420290004,-1035790.717298085,-6257.01757787341,-6257.01757787341,-3367.8828672802165,0.0,14.0,-3368.0913367841845,-3365.1856416917785,-3365.1856416917785
53000.0,36000.0,404.59,,-984.022974465424,3.1484488832340003,8942.7165,281999.69422892574,-1035730.447580735,-7165.6599118262875,-7165.6599118262875,-3378.7022420578965,0.0,14.0,-3377.730965894274,-3374.303238221149,-3374.303238221149
58000.0,36000.0,404.59,,-962.22621808182,1.9286532978193602,8942.7165,279255.7712246052,-1035703.252717645,-6532.200439192002,-6532.200439192002,-3758.187743975671,0.0,14.0,-3388.414660165803,-3384.464899911958,-3384.464899911958
63000.0,42000.0,404.59,,-930.323574210509,1.8531991560886167,7352.900233333334,270722.16406160395,-1035698.083497575,-7413.281086947914,-7413.281086947914,-5019.532958775691,0.0,12.666666666666666,-3400.1424195987715,-3395.670626764207,-3395.670626764207
68000.0,48000.0,404.59,,-924.712804190423,1.8105091131041533,6955.446166666667,266564.582293003,-1035688.54289692,-7627.56022105507,-7627.56022105507,-5145.667480255694,0.0,11.333333333333334,-3412.9142441931795,-3407.9204187778946,-3407.9204187778946
73000.0,54000.0,404.59,,-919.102034170337,1.7678190701196899,6557.9920999999995,262407.000524402,-1035679.002296265,-7841.839355162225,-7841.839355162225,-5271.802001735696,0.0,10.0,-3426.730133949027,-3421.214275953022,-3421.214275953022
78000.0,60000.0,404.59,,-913.491264150251,1.7251290271352266,6160.538033333333,258249.418755801,-1035669.4616956101,-8056.11848926938,-8056.11848926938,-5397.936523215698,0.0,8.666666666666668,-3441.5900888663136,-3435.5521982895893,-3435.5521982895893
83000.0,66000.0,404.59,,-907.880494130165,1.6824389841507634,5763.083966666667,254091.8369872,-1035659.9210949551,-8270.397623376535,-8270.397623376535,-5524.0710446957,0.0,7.333333333333334,-3457.4941089450394,-3451.2672194651477,-3451.2672194651477
88000.0,72000.0,404.59,,-894.1482192329825,4.561750925321876,6259.9015500000005,247962.37902419898,-1035636.3753256551,-9067.24340785412,-9067.24340785412,-6028.609130615709,0.0,6.0,-3474.4421941852042,-3470.0615116094123,-3470.0615116094123
93000.0,72000.0,404.59,,-877.9052094787895,10.405754893633025,8048.44485,244018.626635399,-1035608.364988365,-10232.376708594973,-10232.376708594973,-6344.965097401617,0.0,6.0,-3494.4325466521245,-3493.785261819896,-3493.785261819896
98000.0,72000.0,404.59,,-850.5928784408554,6.7494626084558345,5365.6299,238339.881591784,-1035569.2301166351,-8228.72509733631,-8228.72509733631,-5972.679511477023,0.0,6.0,-3525.6799970587645,-3524.2886571941144,-3524.2886571941144
103000.0,84000.0,404.59,,-832.865065567942,2.16680562358342,4968.175833333334,233973.79146895767,-1035541.1640541233,-6251.319010165277,-6251.319010165277,-5869.266848720191,0.0,9.333333333333334,-3569.072635211931,-3563.421884829582,-3563.421884829582
108000.0,96000.0,404.59,,-817.369061607552,1.91747056737297,5763.083966666667,230122.06176538032,-1035504.0746014566,-6615.041340881833,-6615.041340881833,-5827.901783617458,0.0,12.666666666666668,-3624.6104611116234,-3613.035131823812,-3613.035131823812
113000.0,108000.0,404.59,,-791.0273080324009,1.39496651399842,5365.6299,222920.646019573,-1035499.1625727799,-5712.560546642289,-5712.560546642289,-5724.489120860626,0.0,16.0,-3692.293474757843,-3674.6455515967687,-3674.6455515967687
118000.0,108000.0,404.59,,-775.3618185027835,2.929876770382295,5365.6299,217950.5196873835,-1035503.529942145,-5881.066161870825,-5881.066161870825,-5352.203534936032,0.0,16.0,-3772.1216761505884,-3748.401159116251,-3748.401159116251
123000.0,108000.0,404.59,,-761.8958847405174,1.7477405888308999,7154.1732,213488.0263741605,-1035430.23309628,-5054.30078104011,-5054.30078104011,-4235.346777162252,0.0,16.0,-3864.0950652898614,-3834.3019543822606,-3834.3019543822606
128000.0,112500.0,404.59,,-692.4589231775485,17.330395709993514,6185.378912499999,192325.01438304837,-1035362.1279499532,-9036.136474261451,-9036.136474261451,-4036.4020139855547,0.0,14.5,-3968.21364217566,-3932.3479373947957,-3932.3479373947957
133000.0,117000.0,404.59,,-685.4934318963936,15.004776448397536,6408.946825,190221.25880980975,-1035353.7126636812,-8544.512206700369,-8544.512206700369,-4147.695239079352,0.0,13.0,-4084.4774068079846,-4042.5391081538583,-4042.5391081538583
138000.0,121500.0,404.59,,-678.5279406152387,12.679157186801561,6632.5147375,188117.50323657112,-1035345.2973774094,-8052.887939139286,-8052.887939139286,-4258.98846417315,0.0,11.5,-4212.886359186838,-4164.875466659446,-4164.875466659446
143000.0,126000.0,404.59,,-671.5624493340838,10.353537925205584,6856.08265,186013.7476633325,-1035336.8820911376,-7561.263671578203,-7561.263671578203,-4370.281689266948,0.0,10.0,-4353.440499312215,-4299.3570129115615,-4299.3570129115615
148000.0,130500.0,404.59,,-664.5969580529288,8.027918663609608,7079.6505625,183909.99209009387,-1035328.4668048656,-7069.63940401712,-7069.63940401712,-4481.574914360745,0.0,8.5,-4506.13982718412,-4445.983746910203,-4445.983746910203
153000.0,135000.0,404.59,,-657.6314667717738,5.702299402013633,7303.218475,181806.23651685525,-1035320.0515185938,-6578.015136456036,-6578.015136456036,-4592.868139454543,0.0,7.0,-4670.984342802551,-4604.550914785975,-4604.550914785975
158000.0,139500.0,404.59,,-650.665975490619,3.3766801404176547,7526.7863875,179702.48094361663,-1035311.6362323218,-6086.390868894953,-6086.390868894953,-4704.161364548341,0.0,5.5,-4847.974046167509,-4768.096884979411,-4768.096884979411
163000.0,144000.0,404.59,,-635.428345226332,7.314640867970951,6856.08265,171610.0364885935,-1035273.4614090775,-8798.989989894693,-8798.989989894693,-5672.642165567282,0.0,4.0,-5035.880414062616,-4926.383964020705,-4926.383964020705
168000.0,144000.0,404.59,,-631.778446994234,6.948880404270735,5961.811,167242.64707458898,-1035248.779785545,-8286.08447233434,-8286.08447233434,-5606.325715916802,0.0,4.0,-5194.16218034745,-5069.174458440057,-5069.174458440057
173000.0,153000.0,404.59,,-634.9693464790003,4.4564478753354555,5365.6299,161480.40254801125,-1035218.71130889,-7174.908935263467,-7174.908935263467,-5556.588378678944,0.0,5.0,-5303.162973559986,-5186.230674767659,-5186.230674767659
178000.0,162000.0,404.59,,-639.0527645348204,4.41763580648348,5365.6299,158089.3178081765,-1035203.40461011,-7644.713378606555,-7644.713378606555,-5540.009266266325,0.0,6.0,-5362.882793700227,-5267.31491953371,-5267.31491953371
183000.0,171000.0,404.59,,-643.1361825906407,4.378823737631505,5365.6299,154698.23306834174,-1035188.0979113299,-8114.517821949643,-8114.517821949643,-5523.430153853706,0.0,7.0,-5373.321640768169,-5302.394253137802,-5302.394253137802
188000.0,180000.0,404.59,,-662.1901134305709,8.60319538311467,8545.262433333333,146288.26114348366,-1035119.5028773267,-10181.336425393627,-10181.336425393627,-5219.479759622345,0.0,8.0,-5334.479514763814,-5288.192613669596,-5288.192613669596
193000.0,180000.0,404.59,,-673.28630168752,4.86540001070154,8147.808366666667,142810.63407795635,-1035087.9441033633,-8482.958984046254,-8482.958984046254,-5197.37427640552,0.0,8.0,-5246.3564156871635,-5224.710001129093,-5224.710001129093
198000.0,180000.0,404.59,,-690.3971671095715,1.23092182843807,7154.1732,137776.540203159,-1035048.77487036,-5863.140624762071,-5863.140624762071,-5108.952343538214,0.0,8.0,-5108.952343538215,-5111.946415516292,-5111.946415516292
203000.0,189000.0,404.59,,-711.3819943977358,1.474323797313095,6557.9921,131769.37765109426,-1035016.285535875,-5404.889404074827,-5404.889404074827,-4858.150195109409,0.0,11.5,-4922.267298316969,-4949.901856831196,-4949.901856831196
208000.0,198000.0,404.59,,-726.3521445207975,1.61440857603846,6557.9921,127318.6819082995,-1034991.40666043,-5868.079101324395,-5868.079101324395,-4807.989765423648,0.0,15.0,-4686.301280023425,-4739.476873339513,-4739.476873339513
213000.0,207000.0,404.59,,-741.3222946438592,1.754493354763825,6557.9921,122867.98616550474,-1034966.527784985,-6331.268798573963,-6331.268798573963,-4757.829335737887,0.0,18.5,-4401.054288657585,-4489.902084764798,-4489.902084764798
218000.0,216000.0,404.59,,-759.636080743808,2.2999435854640353,5961.811,116982.080202076,-1034942.77386506,-6221.495116937145,-6221.495116937145,-4607.348046680603,0.0,22.0,-4071.929613813722,-4212.434344428453,-4212.434344428453
223000.0,216000.0,404.59,,-768.586303314995,2.2951279951410952,6557.9920999999995,112068.00915175,-1034908.865518235,-4946.788574012586,-4946.788574012586,-4005.42289045147,0.0,22.0,-3748.90768423887,-3918.330505651884,-3918.330505651884
228000.0,216000.0,404.59,,-773.2569506710723,2.0306882770611416,6557.9921,107448.60815825302,-1034896.3038337317,-4783.008707481807,-4783.008707481807,-3236.2963019364656,0.0,22.0,-3444.1459015201476,-3618.8474217564944,-3618.8474217564944
233000.0,216000.0,404.59,,-774.0851140265597,2.5188980549290134,6557.9921,105837.57389494604,-1034895.5543299133,-5586.221028417503,-5586.221028417503,-3169.415729022118,0.0,22.0,-3157.6442656575528,-3325.2419460636884,-3325.2419460636884
238000.0,216000.0,404.59,,-777.8535794501349,3.162938003692025,6557.9921,98637.1665752577,-1034875.9347548799,-7538.727538766485,-7538.727538766485,-2994.8887992678547,0.0,22.0,-2889.4027766510876,-3047.8703836291584,-3047.8703836291584
243000.0,216000.0,404.59,,-781.2273594836033,4.247099269003443,5763.083966666667,93705.87323055747,-1034864.44776418,-6931.898437225017,-6931.898437225017,-2576.264078223741,0.0,22.0,-2639.4214345007504,-2788.8278760299613,-2788.8278760299613
248000.0,216000.0,404.59,,-783.2462310874657,5.922186527601706,4968.175833333334,90798.43897230853,-1034872.57658401,-6854.406249727704,-6854.406249727704,-2552.3426655926487,0.0,22.0,-2407.7002392065424,-2550.457294559035,-2550.457294559035
253000.0,234000.0,404.59,,-790.1148277099155,1.72904693905481,6557.9921,82540.39739720654,-1034760.4375366049,-3660.592284994675,-3660.592284994675,-2133.7179445485353,0.0,37.5,-2194.6526386436867,-2336.2040381765814,-2336.2040381765814
258000.0,252000.0,404.59,,-795.0302293392092,2.5348012474481,5067.53935,77315.50436277613,-1034731.5616776312,-4070.617065253897,-4070.617065253897,-1792.8378145554711,0.0,53.0,-2013.9224126945874,-2149.5135058428036,-2149.5135058428036
263000.0,252000.0,404.59,,-795.8375788432754,2.4340347377714497,4769.4488,75605.74296110807,-1034720.9707843725,-3804.6638181928047,-3804.6638181928047,-1774.896755082152,0.0,53.0,-1872.1247273628323,-1993.8310965179044,-1993.8310965179044
268000.0,252000.0,404.59,,-796.6449283473418,2.3332682280948,4471.35825,73895.98155944001,-1034710.3798911138,-3538.710571131712,-3538.710571131712,-1756.9556956088327,0.0,53.0,-1769.2595826484214,-1872.6022091620864,-1872.6022091620864
273000.0,252000.0,404.59,,-798.746684067911,1.76481396065543,8346.5354,63066.67547902245,-1034652.1545955001,-2333.86169422036,-2333.86169422036,-1757.140409348589,0.0,53.0,-1705.326978551356,-1789.2033347563486,-1789.2033347563486
278000.0,252000.0,404.59,,-791.2331197626585,3.986098048617855,5961.811,58296.311179243596,-1034632.53387107,-4881.983154092961,-4881.983154092961,-1767.9178961239309,0.0,53.0,-1680.326915071635,-1744.737000967955,-1744.737000967955
283000.0,252000.0,404.59,,-778.191101949677,6.689903212927435,8942.7165,53057.7117093262,-1034580.23290177,-6557.931396222355,-6557.931396222355,-1775.7560683241795,0.0,53.0,-1694.2593922092587,-1733.261862856624,-1733.261862856624
288000.0,270000.0,404.59,,-761.7937632511275,2.192572806392925,7750.354300000001,47934.6562378182,-1034539.337076985,-5223.09326150301,-5223.09326150301,-1785.5537835744906,0.0,58.5,-1747.124409964227,-1742.8952305417913,-1742.8952305417913
293000.0,288000.0,404.59,,-735.8214692488923,4.55794794976594,5763.083966666667,41001.835848111536,-1034519.2741331366,-6617.517415100503,-6617.517415100503,-1795.1882035706296,0.0,64.0,-1803.2738986948464,-1761.7544141428916,-1761.7544141428916
298000.0,288000.0,404.59,,-724.5545641723556,3.07978905302469,4968.175833333334,38116.96858273706,-1034468.1701957834,-5329.211588322247,-5329.211588322247,-1795.5147940789732,0.0,64.0,-1827.0597887594238,-1777.956723779361,-1777.956723779361
303000.0,288000.0,404.59,,-702.5573108798062,1.3379465443331275,4471.358249999999,32333.165111851828,-1034394.8394100475,-3222.25555405284,-3222.25555405284,-1797.3110418748636,0.0,64.0,-1818.4820801579588,-1779.6194695706347,-1779.6194695706347
308000.0,288000.0,404.59,,-684.8295442580088,1.6595756407538824,7452.26375,27463.26760208008,-1034366.8536289425,-2330.8613890446804,-2330.8613890446804,-1794.5131055075017,0.0,64.0,-1777.5407728904513,-1754.8599616361487,-1754.8599616361487
313000.0,288000.0,404.59,,-670.6748292219081,3.182970373236305,8346.5354,22987.22529680455,-1034347.7076279251,-2342.420898321625,-2342.420898321625,-1689.3027973514281,0.0,64.0,-1704.2358669569016,-1697.7368550356198,-1697.7368550356198
318000.0,288000.0,404.59,,-656.3799622342765,5.1958973538418505,7154.1732,18028.2345633483,-1034306.0060311251,-3854.33593733171,-3854.33593733171,-1636.6976432733913,0.0,64.0,-1598.5673623573093,-1614.3627266614349,-1614.3627266614349
323000.0,306000.0,404.59,,-647.2288770822286,2.5051862528606,5365.6299,12239.0699247249,-1034291.5473488299,-3780.71191389676,-3780.71191389676,-1459.155248260017,0.0,47.5,-1460.5352590916748,-1523.457343246525,-1523.457343246525
328000.0,324000.0,404.59,,-642.656016906276,2.08057237387291,4173.2677,6692.000885258394,-1034263.3985843867,-3593.4099933303396,-3593.4099933303396,-1420.7973234114486,0.0,31.0,-1326.8150185143131,-1444.1225075795962,-1444.1225075795962
333000.0,324000.0,404.59,,-641.998113325581,2.26363977256513,2980.9055000000003,4221.671569944617,-1034246.2977048733,-3315.19303370457,-3315.19303370457,-1418.6054419915304,0.0,31.0,-1273.0497796684992,-1395.460022449354,-1395.460022449354
338000.0,324000.0,404.59,,-641.854041297101,7.4346953512158755,3577.0865999999996,-584.58807106567,-1034215.086373535,-3494.67968734418,-3494.67968734418,-1413.125738441735,0.0,31.0,-1301.531758888878,-1396.5716906445043,-1396.5716906445043
343000.0,324000.0,404.59,,-644.2126226947726,1.462214094321605,8346.5354,-6949.828678660029,-1034165.95638085,-1527.5711669045602,-1527.5711669045602,-1871.7696423405769,0.0,31.0,-1412.2609561754489,-1466.5593149537533,-1466.5593149537533
348000.0,324000.0,404.59,,-648.629133664205,2.7989677786306997,7750.354300000001,-12593.41629211195,-1034121.1339078951,-3275.34594711741,-3275.34594711741,-2622.8993393678657,0.0,31.0,-1605.2373715282126,-1618.4121212734208,-1618.4121212734208
353000.0,324000.0,404.59,,-653.1657476189705,3.4123746943891096,7154.1732,-16995.43984835395,-1034088.573062215,-4116.26440411951,-4116.26440411951,-2698.0123090705947,0.0,31.0,-1880.4610049471682,-1846.12717436021,-1846.12717436021
358000.0,324000.0,404.59,,-658.2133559712854,1.69567383728947,7750.3543,-21471.30908098585,-1034054.9396350649,-3734.0356443671353,-3734.0356443671353,-2773.1252787733233,0.0,31.0,-2237.931856432317,-2117.0701764633163,-2117.0701764633163
363000.0,342000.0,404.59,,-661.8567374276374,4.645635069981811,8346.5354,-25642.01367718735,-1034024.6338179,-6892.30126925762,-6892.30126925762,-2848.2382484760524,0.0,19.5,-2639.340098189235,-2395.7690648101257,-2395.7690648101257
368000.0,360000.0,404.59,,-666.2172874220475,2.410443531956405,5365.6299,-31341.8063855996,-1033977.002324305,-6626.146239969996,-6626.146239969996,-2998.4641878815105,0.0,8.0,-2927.1897715075156,-2646.7517766280243,-2646.7517766280243
373000.0,360000.0,404.59,,-669.691848342422,1.49958795265398,6259.9015500000005,-37300.7961592615,-1033927.551280565,-5533.28369117976,-5533.28369117976,-3073.577157584239,0.0,8.0,-3084.4542862563057,-2834.5462491443977,-2834.5462491443977
378000.0,360000.0,404.59,,-671.1353823670299,1.37480410547589,4769.4488,-40656.1060895274,-1033903.84582002,-4523.39892558977,-4523.39892558977,-3111.1336424356036,0.0,8.0,-3111.1336424356036,-2923.680419586632,-2923.680419586632
383000.0,360000.0,404.59,,-672.5789163916379,1.2500202582978,3278.99605,-44011.416019793294,-1033880.140359475,-3513.5141599997805,-3513.5141599997805,-3073.3450053745582,0.0,8.0,-3007.2278400454106,-2885.067196481185,-2885.067196481185
388000.0,360000.0,404.59,,-674.6349688259963,1.92419529324926,7750.3543,-53893.800301265095,-1033805.4421211267,-4910.131021930523,-4910.131021930523,-2934.7866694840586,0.0,8.0,-2772.736879085725,-2719.206666895102,-2719.206666895102
393000.0,360000.0,404.59,,-674.1715236154147,1.71918715048541,7750.3543,-56320.306652118,-1033783.0694771933,-5291.618489365217,-5291.618489365217,-2909.5942447766947,0.0,8.0,-2407.6607595565492,-2460.3118147391565,-2460.3118147391565
398000.0,372000.0,404.59,,-669.7077282081362,8.127126242337429,8942.7165,-62537.6126127447,-1033725.3309212034,-7704.4049476148775,-7704.4049476148775,-2783.6321212398775,0.0,13.333333333333332,-1932.026593991017,-2150.105791124049,-2150.105791124049
403000.0,384000.0,404.59,,-666.2325904313547,6.13092151116526,8942.7165,-65786.563220469,-1033695.1972647867,-4892.112630004054,-4892.112630004054,-2758.4396965325136,0.0,18.666666666666664,-1531.085173320634,-1830.3117471604776,-1830.3117471604776
408000.0,396000.0,404.59,,-657.3646411925374,1.759737392007195,5961.811,-72136.16007354755,-1033641.661574405,-2120.411865126195,-2120.411865126195,-2015.2631676652882,0.0,24.0,-1249.897500744957,-1542.652833959143,-1542.652833959143
413000.0,396000.0,404.59,,-646.9979117743305,1.6254370004239451,7154.1732,-77198.32952091565,-1033595.4157139449,-3557.07055648264,-3557.07055648264,-1259.4904264443808,0.0,24.0,-1088.4635762639841,-1328.8522026307435,-1328.8522026307435
418000.0,396000.0,404.59,,-635.7704775051229,1.5075246392350876,8048.44485,-81748.5512083637,-1033531.7470329325,-4687.546264451265,-4687.546264451265,-1114.3245820706293,0.0,24.0,-1046.7833998777164,-1227.2951521971233,-1227.2951521971233
423000.0,403200.0,404.59,,-624.4042053666684,2.037879183885146,8704.24406,-87295.8222021686,-1033487.078580428,-5052.244628696434,-5052.244628696434,-1175.6128593746948,0.0,23.2,-1124.8569715861533,-1244.7680633764537,-1244.7680633764537
428000.0,410400.0,404.59,,-616.4325286026228,2.670333105582902,8465.77162,-91503.37391598719,-1033460.096611976,-5098.843749788568,-5098.843749788568,-1193.123795747285,0.0,22.4,-1322.6842913892956,-1356.6621957890823,-1356.6621957890823
