Distance,Distance_rs,Distance_36k,Line,bedmap2_bed,Susc,Window_Width,x,y,Depth,Depth_filtered,Depth_36k,binned,counts,rs_basement,rs_basement_filt,filt_clip,filt_clip_oib,misfit,abs_misfit
343119.76606026234,363000.0,360000.0,590.0,-644.9862448462285,6.26901805751808,21522.679239600002,-7135.65116095769,-1030298.412264805,-6700.990966529895,-6700.990966529895,-2207.092651323076,1.0,93.0,-2502.4025369379283,-2340.6237577172865,-2340.6237577172865,-1517.176917060309,823.4468406569774,823.4468406569774
347711.3259206652,368000.0,360000.0,590.0,-647.3998982258395,14.722407608469794,19566.072036,-11727.8067577246,-1030297.46997262,-10472.579101164796,-10472.579101164796,-2319.431198172718,1.0,93.0,-2620.4926204569456,-2450.2122409749813,-2450.2122409749813,-1567.794519166865,882.4177218081163,882.4177218081163
348000.0,,,,,,,,,,,,,,,,,-1618.4121212734208,,
353000.0,,,,,,,,,,,,,,,,,-1846.12717436021,,
353109.8686849424,373000.0,360000.0,590.0,-653.091220823603,11.16323482046382,18098.6166333,-17127.040519175498,-1030297.01241376,-6608.9066159471495,-6608.9066159471495,-2459.8543817347695,1.0,93.0,-2639.075311553705,-2498.725645455438,-2498.725645455438,-1936.4415083945787,562.2841370608594,562.2841370608594
357403.96460651996,378000.0,360000.0,590.0,-657.0285214422349,1.83901814842906,10272.1878189,-21421.71106714425,-1030299.17913945,-3466.6256101967147,-3466.6256101967147,-2558.150610228206,1.0,93.0,-2558.150610228206,-2465.936437661278,-2465.936437661278,-2026.7558424289475,439.18059523233046,439.18059523233046
358000.0,,,,,,,,,,,,,,,,,-2117.0701764633163,,
363000.0,,,,,,,,,,,,,,,,,-2395.7690648101257,,
363017.37071493344,383000.0,360000.0,590.0,-663.1563409507676,1.52536630631286,15163.705827900001,-27035.8331823431,-1030301.067768225,-3498.628173672165,-3498.628173672165,-2140.656786710817,1.0,93.0,-2377.7185164804496,-2335.2580401246505,-2335.2580401246505,-2479.4299687494254,-144.17192862477486,144.17192862477486
367582.2451360574,388000.0,360000.0,590.0,-666.7868089157864,4.7772143966627905,11739.6432216,-31601.39824592205,-1030310.7376131599,-5607.93725563029,-5607.93725563029,-1985.310247727602,1.0,93.0,-2097.7790303104343,-2108.4795703428226,-2108.4795703428226,-2563.0908726887246,-454.611302345902,454.611302345902
368000.0,,,,,,,,,,,,,,,,,-2646.7517766280243,,
373000.0,,,,,,,,,,,,,,,,,-2834.5462491443977,,
373148.5459672266,393000.0,360000.0,590.0,-669.9120491232604,12.033550567284525,22990.1346423,-37168.4812710708,-1030320.085243495,-12402.5151362541,-12402.5151362541,-1907.6369782359948,1.0,93.0,-1718.3321517181623,-1820.5260601306366,-1820.5260601306366,-2864.257639291809,-1043.7315791611725,1043.7315791611725
377467.10592934885,398000.0,396000.0,590.0,-672.8194691149636,5.778492669977555,22500.9828414,-41487.60224542405,-1030325.33199639,-9188.778319959274,-9188.778319959274,-1635.7805350153694,1.0,158.0,-1259.8218017659783,-1513.9890117013144,-1513.9890117013144,-2893.969029439221,-1379.9800177379063,1379.9800177379063
378000.0,,,,,,,,,,,,,,,,,-2923.680419586632,,
378000.0,,,,,,,,,,,,,,,,,-2904.3738080339085,,
383000.0,,,,,,,,,,,,,,,,,-2885.067196481185,,
383186.95620319486,403000.0,396000.0,590.0,-675.9666527230124,17.902713562879256,7826.4288144,-47208.11680702665,-1030328.23386276,-5305.959716578265,-5305.959716578265,-1325.08745704894,1.0,158.0,-911.3542502805885,-1231.4599272680778,-1231.4599272680778,-2829.780353285824,-1598.320426017746,1598.320426017746
387945.2119873917,408000.0,396000.0,590.0,-677.2249636814349,23.1113872496052,23479.2864432,-51966.8819129841,-1030328.685597045,-13879.4433588592,-13879.4433588592,-1072.6493312012162,1.0,158.0,-718.9283196522728,-1015.530309044149,-1015.530309044149,-2774.493510090463,-1758.9632010463142,1758.9632010463142
388000.0,,,,,,,,,,,,,,,,,-2719.206666895102,,
393000.0,,,,,,,,,,,,,,,,,-2460.3118147391565,,
393054.72275349253,413000.0,396000.0,590.0,-677.2026439412235,2.48797169811321,12717.946823400001,-57076.9121637295,-1030328.209762865,-4157.39770489933,-4157.39770489933,-723.1196184889835,1.0,158.0,-682.5440098810304,-908.7916592427499,-908.7916592427499,-2356.909806867454,-1448.1181476247039,1448.1181476247039
397780.0391607199,418000.0,396000.0,590.0,-674.4677800589479,5.296738114038735,12717.946823400001,-61802.723265334804,-1030329.625739225,-4915.19311502931,-4915.19311502931,-766.4054966071446,1.0,158.0,-802.2013209668621,-950.4281599000446,-950.4281599000446,-2253.5077989957517,-1303.079639095707,1303.079639095707
398000.0,,,,,,,,,,,,,,,,,-2150.105791124049,,
402983.94112744636,423000.0,396000.0,590.0,-668.8732799159454,1.91151647306957,10761.339619800001,-67007.15925126735,-1030331.37595315,-1411.732726967175,-1411.732726967175,-952.61126449218,1.0,158.0,-1077.9002529097675,-1147.043705051339,-1147.043705051339,-1990.2087691422635,-843.1650640909245,843.1650640909245
403000.0,,,,,,,,,,,,,,,,,-1830.3117471604776,,
407946.13418200426,428000.0,396000.0,590.0,-660.3765281217536,2.4354100864433548,11739.6432216,-71969.84486838366,-1030332.75684706,-4325.661865049746,-4325.661865049746,-2752.600354047522,1.0,158.0,-1509.640805709747,-1462.5106983521036,-1462.5106983521036,-1686.4822905598103,-223.97159220770664,223.97159220770664
408000.0,,,,,,,,,,,,,,,,,-1542.652833959143,,
413000.0,,,,,,,,,,,,,,,,,-1328.8522026307437,,
413633.18075033993,433000.0,408000.0,590.0,-647.8916640153903,5.379423988030923,22011.831040499997,-77657.390558333,-1030330.5840476867,-9481.015299115834,-9481.015299115834,-2831.910218146704,1.0,126.66666666666667,-2091.0475211883536,-1843.7003216486203,-1843.7003216486203,-1303.4629400223384,540.2373816262818,540.2373816262818
414000.0,,,,,,,,,,,,,,,,,-1278.0736774139334,,
416051.1600276595,438000.0,420000.0,590.0,-641.7964077477717,4.473771922533457,18098.6166333,-80075.5774865488,-1030329.6287433733,-9343.966145474766,-9343.966145474766,-2838.806728068372,1.0,95.33333333333334,-2611.730279456862,-2237.4837567871705,-2237.4837567871705,-1252.6844148055284,984.7993419816421,984.7993419816421
418000.0,,,,,,,,,,,,,,,,,-1227.2951521971231,,
423000.0,,,,,,,,,,,,,,,,,-1244.7680633764537,,
423042.1965370031,443000.0,432000.0,590.0,-621.9459587359315,3.5506938455864003,22500.9828414,-87067.2169792023,-1030328.07224951,-8192.31591765009,-8192.31591765009,-2938.806121932558,1.0,64.0,-2969.6817496601316,-2590.7321856140347,-2590.7321856140347,-1300.715129582768,1290.0170560312667,1290.0170560312667
428000.0,,,,,,,,,,,,,,,,,-1356.6621957890825,,
428334.7651532474,448000.0,432000.0,590.0,-609.178644091854,2.95545141197739,23968.438244099998,-92360.19962770195,-1030324.6512028801,-7782.503417664286,-7782.503417664286,-3145.701419582597,1.0,64.0,-3164.901931798161,-2850.316789975495,-2850.316789975495,-1441.7252105681837,1408.5915794073112,1408.5915794073112
433000.0,,,,,,,,,,,,,,,,,-1526.788225347285,,
433226.51329003664,453000.0,432000.0,590.0,-599.6299422122086,3.874932336256335,23479.2864432,-97252.32305156515,-1030321.615209785,-8139.736816089386,-8139.736816089386,-3070.878269415818,1.0,64.0,-3197.3908258709534,-2964.171328080906,-2964.171328080906,-1622.872526655312,1341.2988014255939,1341.2988014255939
438000.0,,,,,,,,,,,,,,,,,-1718.9568279633386,,
438141.1455240507,458000.0,432000.0,590.0,-593.5359998619399,1.66260188523398,17120.3130315,-102167.3211003575,-1030318.34910939,-4779.79736308088,-4779.79736308088,-2958.392069789784,1.0,64.0,-3067.148431878506,-2915.2945781210783,-2915.2945781210783,-1778.297445158732,1136.9971329623463,1136.9971329623463
442954.2198158446,463000.0,432000.0,590.0,-590.634074639733,4.601608085362811,17609.4648324,-106980.80485648551,-1030319.812177535,-5064.688476352255,-5064.688476352255,-2452.2041714726292,1.0,64.0,-2774.1747498208206,-2725.930246744999,-2725.930246744999,-1837.6380623541256,888.2921843908732,888.2921843908732
443000.0,,,,,,,,,,,,,,,,,-1896.978679549519,,
448000.0,,,,,,,,,,,,,,,,,-2024.6644560181023,,
448388.07632412744,468000.0,450000.0,590.0,-588.7202201120035,27.11045476269635,18587.7684342,-112415.116448043,-1030321.73388239,-13124.381347166549,-13124.381347166549,-1889.7731733424575,1.0,95.0,-2318.469779697896,-2440.5657472506437,-2440.5657472506437,-2035.1354969543565,405.4302502962871,405.4302502962871
450000.0,,,,,,,,,,,,,,,,,-2045.6065378906105,,
451844.52149859356,473000.0,468000.0,590.0,-587.269724380875,24.04156001942896,16142.0094297,-115871.8794351695,-1030325.69825532,-10355.989989840715,-10355.989989840715,-1833.5300735294404,1.0,126.0,-1833.495761403657,-2103.6884929359862,-2103.6884929359862,-2056.0775788268647,47.610914109121495,47.610914109121495
453000.0,,,,,,,,,,,,,,,,,-2066.548619763119,,
456992.8708170957,478000.0,468000.0,590.0,-582.144632058615,1.55287583897847,11250.4914207,-121020.65806749699,-1030328.741370625,-3825.332275223345,-3825.332275223345,-1805.408523622932,1.0,126.0,-1452.7149348320288,-1759.7858970990035,-1759.7858970990035,-2038.7996034198081,-279.01370632080466,279.01370632080466
458000.0,,,,,,,,,,,,,,,,,-2011.050587076497,,
463000.0,,,,,,,,,,,,,,,,,-1871.8397038798407,,
463073.22436380666,483000.0,468000.0,590.0,-573.1142696584716,15.846697723589081,13207.0986243,-127101.468935225,-1030329.24491672,-5772.488281015205,-5772.488281015205,-1580.4361243708631,1.0,126.0,-1176.1272999830117,-1453.3453730376677,-1453.3453730376677,-1806.6446899253458,-353.29931688767806,353.29931688767806
467948.7912424784,488000.0,468000.0,590.0,-561.798062056291,7.769540146288775,17609.4648324,-131977.372190778,-1030327.833346395,-5163.00683572384,-5163.00683572384,-1087.3879809537643,1.0,126.0,-1003.7328568566049,-1228.8543340499557,-1228.8543340499557,-1741.4496759708509,-512.5953419208952,512.5953419208952
468000.0,,,,,,,,,,,,,,,,,-1676.254662016356,,
473000.0,,,,,,,,,,,,,,,,,-1451.6341533292475,,
473052.5401000318,493000.0,468000.0,590.0,-547.5818005954895,10.152968113623121,20544.3756378,-137081.448180001,-1030324.87482124,-4802.5130613222755,-4802.5130613222755,-1128.836407396903,1.0,126.0,-935.5316054528088,-1108.5564867848543,-1108.5564867848543,-1376.195058773406,-267.6385719885516,267.6385719885516
477870.0507118993,498000.0,468000.0,590.0,-532.915454202018,8.770545881472875,16631.1612306,-141899.306609466,-1030325.95524177,-2098.2481464317234,-2098.2481464317234,-1157.332200576561,1.0,126.0,-971.5235457716233,-1084.3425720933212,-1084.3425720933212,-1300.7559642175645,-216.41339212424327,216.41339212424327
478000.0,,,,,,,,,,,,,,,,,-1225.3168696617229,,
482929.77018027485,503000.0,468000.0,590.0,-516.9455320280649,24.148132168980112,21033.5274387,-146959.38373401348,-1030327.075017805,-4051.469848457685,-4051.469848457685,-1289.449059864066,1.0,126.0,-1111.7086778130486,-1131.377983831415,-1131.377983831415,-1124.9791862593552,6.3987975720597206,6.3987975720597206
483000.0,,,,,,,,,,,,,,,,,-1024.6415028569877,,
486000.0,,,,,,,,,,,,,,,,,-975.4099168240743,,
487941.13673765946,508000.0,504000.0,590.0,-500.965398337403,9.13168715194082,15652.8576288,-151971.085739378,-1030327.18518286,-3656.078491049525,-3656.078491049525,-1457.8332922893173,1.0,186.0,-1307.431446682831,-1224.3212871583783,-1224.3212871583783,-926.1783307911611,298.14295636721715,298.14295636721715
488000.0,,,,,,,,,,,,,,,,,-876.9467447582477,,
492986.748792971,513000.0,504000.0,590.0,-484.719279664282,54.98195391073064,20055.223836899997,-157016.9899711985,-1030323.896175005,-10091.75268516237,-10091.75268516237,-1553.6827784390762,1.0,186.0,-1458.3397704115735,-1337.8310472334542,-1337.8310472334542,-836.4243430226772,501.406704210777,501.406704210777
493000.0,,,,,,,,,,,,,,,,,-795.9019412871066,,
496712.3797281356,518000.0,504000.0,590.0,-473.8115029331185,58.04313648075805,23479.2864432,-160742.8321157395,-1030321.405032015,-13079.4033198244,-13079.4033198244,-1556.2733050917723,1.0,186.0,-1561.3926768183846,-1446.5658292158862,-1446.5658292158862,-787.9667370117547,658.5990922041315,658.5990922041315
498000.0,,,,,,,,,,,,,,,,,-780.0315327364029,,
502968.7184432596,523000.0,504000.0,590.0,-458.404372362053,6.32379991012802,20055.2238369,-166999.580373585,-1030322.7712154,-5815.86865210746,-5815.86865210746,-1543.572736780778,1.0,186.0,-1616.5901659032654,-1525.1841982649173,-1525.1841982649173,-802.4240751196794,722.7601231452379,722.7601231452379
503000.0,,,,,,,,,,,,,,,,,-824.8166175029559,,
508000.0,,,,,,,,,,,,,,,,,-925.6460715018868,,
508682.1186337969,528000.0,504000.0,590.0,-448.6433944516355,2.21735698404123,20055.223836899997,-172713.358827459,-1030325.203916675,-3520.82373031202,-3520.82373031202,-1380.6236432595485,1.0,186.0,-1623.932237666215,-1556.4539786888324,-1556.4539786888324,-976.4003045506969,580.0536741381355,580.0536741381355
512600.81331922207,533000.0,504000.0,590.0,-447.740310789213,2.562660133197575,23479.2864432,-176632.262862381,-1030322.74020321,-3885.463378736885,-3885.463378736885,-1361.8218247763298,1.0,186.0,-1583.4188921072341,-1539.8683417908167,-1539.8683417908167,-1027.154537599507,512.7138041913097,512.7138041913097
513000.0,,,,,,,,,,,,,,,,,-1077.9087706483172,,
517735.9980538022,538000.0,504000.0,590.0,-454.2076775696055,2.87041490472529,11739.6432216,-181767.6170389555,-1030310.28896344,-2563.552123899895,-2563.552123899895,-1236.4763682215378,1.0,186.0,-1495.0501292263218,-1475.4272875708702,-1475.4272875708702,-1177.451180752843,297.97610681802735,297.97610681802735
518000.0,,,,,,,,,,,,,,,,,-1276.9935908573689,,
522000.0,,,,,,,,,,,,,,,,,-1397.6414994507659,,
523000.0,,,,,,,,,,,,,,,,,-1518.2894080441629,,
523067.9358292745,543000.0,540000.0,590.0,-471.99190154029,2.629160800743915,11739.6432216,-187099.7997218605,-1030304.122161235,-1648.5451659238051,-1648.5451659238051,-1123.665457322225,1.0,139.0,-1358.825949023479,-1363.1308160289925,-1363.1308160289925,-1658.4750329375725,-295.34421690857994,295.34421690857994
528000.0,,,,,,,,,,,,,,,,,-1798.660657830982,,
533000.0,,,,,,,,,,,,,,,,,-2113.3726818013256,,
538000.0,,,,,,,,,,,,,,,,,-2438.697474066197,,
543000.0,,,,,,,,,,,,,,,,,-2748.8437238766887,,
548000.0,,,,,,,,,,,,,,,,,-3018.020120483892,,
553000.0,,,,,,,,,,,,,,,,,-3220.4353531388983,,
558000.0,,,,,,,,,,,,,,,,,-3330.298111092799,,
558000.0,,,,,,,,,,,,,,,,,-3328.378815312144,,
563000.0,,,,,,,,,,,,,,,,,-3326.4595195314887,,
568000.0,,,,,,,,,,,,,,,,,-3209.113936266113,,
573000.0,,,,,,,,,,,,,,,,,-3001.4024036749984,,
578000.0,,,,,,,,,,,,,,,,,-2731.5457051463527,,
583000.0,,,,,,,,,,,,,,,,,-2427.76462406838,,
588000.0,,,,,,,,,,,,,,,,,-2118.2799438292877,,
593000.0,,,,,,,,,,,,,,,,,-1831.3124478172792,,
594000.0,,,,,,,,,,,,,,,,,-1712.068852283393,,
598000.0,,,,,,,,,,,,,,,,,-1592.8252567495065,,
603000.0,,,,,,,,,,,,,,,,,-1407.7312897057598,,
608000.0,,,,,,,,,,,,,,,,,-1270.358601063157,,
613000.0,,,,,,,,,,,,,,,,,-1172.3660943174586,,
618000.0,,,,,,,,,,,,,,,,,-1105.4126729644247,,
623000.0,,,,,,,,,,,,,,,,,-1061.157240499816,,
628000.0,,,,,,,,,,,,,,,,,-1031.2587004193922,,
630000.0,,,,,,,,,,,,,,,,,-1019.4007392841954,,
633000.0,,,,,,,,,,,,,,,,,-1007.5427781489988,,
638000.0,,,,,,,,,,,,,,,,,-987.3403228072794,,
643000.0,,,,,,,,,,,,,,,,,-969.74903363676,,
648000.0,,,,,,,,,,,,,,,,,-952.9643091224928,,
653000.0,,,,,,,,,,,,,,,,,-935.1815477495304,,
658000.0,,,,,,,,,,,,,,,,,-914.5961480029256,,
663000.0,,,,,,,,,,,,,,,,,-889.4035083677303,,
666000.0,,,,,,,,,,,,,,,,,-873.6012678483636,,
668000.0,,,,,,,,,,,,,,,,,-857.7990273289969,,
673000.0,,,,,,,,,,,,,,,,,-818.880404129252,,
678000.0,,,,,,,,,,,,,,,,,-774.1462425036999,,
683000.0,,,,,,,,,,,,,,,,,-728.1860163914057,,
688000.0,,,,,,,,,,,,,,,,,-685.6828624648839,,
693000.0,,,,,,,,,,,,,,,,,-651.3199173966497,,
698000.0,,,,,,,,,,,,,,,,,-629.7803178592177,,
702000.0,,,,,,,,,,,,,,,,,-627.7637591921603,,
703000.0,,,,,,,,,,,,,,,,,-625.7472005251029,,
708000.0,,,,,,,,,,,,,,,,,-642.4050983316155,,
713000.0,,,,,,,,,,,,,,,,,-679.2047031327079,,
718000.0,,,,,,,,,,,,,,,,,-732.8597193220571,,
723000.0,,,,,,,,,,,,,,,,,-799.798086458008,,
728000.0,,,,,,,,,,,,,,,,,-876.4477440989054,,
733000.0,,,,,,,,,,,,,,,,,-959.236631803094,,
738000.0,,,,,,,,,,,,,,,,,-1044.592689128919,,
738000.0,,,,,,,,,,,,,,,,,-1087.0897578215706,,
743000.0,,,,,,,,,,,,,,,,,-1129.5868265142224,,
748000.0,,,,,,,,,,,,,,,,,-1213.933279123672,,
753000.0,,,,,,,,,,,,,,,,,-1297.632046957268,,
758000.0,,,,,,,,,,,,,,,,,-1380.6831300150106,,
763000.0,,,,,,,,,,,,,,,,,-1463.0865282968996,,
774000.0,,,,,,,,,,,,,,,,,,,
5019.389834327719,843000.0,828000.0,650.0,-761.1753896336625,1.8740980981423,11942.5318935,-465768.2648041375,-1090107.23449028,-2931.6418455668254,-2931.6418455668254,-2448.2678050716886,1.0,165.0,-2390.910539255506,-2494.043295485619,-2494.043295485619,,,
9384.396472747178,838000.0,828000.0,650.0,-764.946749076908,34.335869316765056,22966.4074875,-460802.54539311246,-1089860.56264481,-13373.14648387675,-13373.14648387675,-2516.0163440885744,1.0,165.0,-2530.0038092026107,-2636.198616095916,-2636.198616095916,,,
14458.88976550055,833000.0,828000.0,650.0,-766.054276322678,1.60622818136481,21129.0948885,-455525.81323796255,-1089598.855464095,-3357.9990232864147,-3357.9990232864147,-2565.6986060342915,1.0,165.0,-2694.2866700921363,-2774.945293224578,-2774.945293224578,,,
18000.0,,,,,,,,,,,,,,,,,,,
19120.203244585264,828000.0,810000.0,650.0,-764.3325888446584,1.65763736649073,12401.860043249999,-450779.162470524,-1089361.2682113,-3721.964599445675,-3721.964599445675,-2710.228822603649,1.0,137.5,-2883.759121924083,-2891.217837255567,-2891.217837255567,,,
24220.62268455362,823000.0,792000.0,650.0,-757.0811777254605,31.125536959209523,16535.813391,-445626.795091572,-1089109.22571086,-11184.72241168698,-11184.72241168698,-2859.2756084407984,1.0,110.0,-3041.224695850339,-2965.9507585728475,-2965.9507585728475,,,
27257.069454370194,818000.0,792000.0,650.0,-750.07570135828,35.107475999501276,20210.438588999998,-442569.84483152453,-1088959.372858705,-13482.860351060435,-13482.860351060435,-2863.7921777085903,1.0,110.0,-3109.486923022791,-2980.07856756038,-2980.07856756038,,,
33000.0,,,,,,,,,,,,,,,,,-2202.994622074178,,
33983.96155017383,813000.0,792000.0,650.0,-727.7444044262465,8.154642434128505,16995.141540750003,-435813.010784596,-1088627.84942384,-7159.27197237337,-7159.27197237337,-3012.8389635457406,1.0,110.0,-3088.5458034414423,-2914.535774602129,-2914.535774602129,-2048.318559421923,866.217215180206,866.217215180206
38000.0,,,,,,,,,,,,,,,,,-1893.642496769668,,
39737.2178071709,808000.0,792000.0,650.0,-693.6268865926497,4.595939266270465,11253.539668874999,-430044.55846326624,-1088349.05987937,-4675.890136521975,-4675.890136521975,-3028.3612816195855,1.0,110.0,-2978.4013371062897,-2759.7896348900754,-2759.7896348900754,-1757.672596127145,1002.1170387629304,1002.1170387629304
43000.0,,,,,,,,,,,,,,,,,-1621.7026954846217,,
43978.40137220465,803000.0,792000.0,650.0,-662.2415708659355,2.28114720565622,12861.188193,-425795.78742109204,-1088140.80676973,-3589.915527184625,-3589.915527184625,-2807.4580745834196,1.0,110.0,-2779.0535240173344,-2523.50740589735,-2523.50740589735,-1504.43895685183,1019.0684490455201,1019.0684490455201
48000.0,,,,,,,,,,,,,,,,,-1387.1752182190385,,
50220.00464941646,798000.0,792000.0,650.0,-626.6668382012615,26.190828380849453,14698.500792,-419549.6300051955,-1087994.52190155,-10435.41943319733,-10435.41943319733,-2682.599740171674,1.0,110.0,-2490.502364174577,-2229.1700636354167,-2229.1700636354167,-1288.6176415959785,940.5524220394382,940.5524220394382
53000.0,,,,,,,,,,,,,,,,,-1190.0600649729188,,
53123.8713799085,793000.0,792000.0,650.0,-614.0900999069661,17.675455593882454,5052.60964725,-416646.133352377,-1088041.361139405,-4834.10522440712,-4834.10522440712,-2672.9952529092316,1.0,110.0,-2112.747857578017,-1900.73778770781,-1900.73778770781,-1136.8257885640332,763.9119991437767,763.9119991437767
54000.0,,,,,,,,,,,,,,,,,-1083.591512155148,,
58000.0,,,,,,,,,,,,,,,,,-1030.3572357462624,,
58997.4172517212,788000.0,756000.0,650.0,-571.227098501351,18.918228950211947,12861.188193,-410773.33681490354,-1088136.01703618,-3678.5972898768696,-3678.5972898768696,-1722.151013927476,1.0,235.0,-1691.79354906644,-1562.1707577180641,-1562.1707577180641,-969.1719167916026,592.9988409264615,592.9988409264615
63000.0,,,,,,,,,,,,,,,,,-907.9865978369428,,
64084.55333636817,783000.0,756000.0,650.0,-521.8780766027276,479.4521403042145,18832.45413975,-405686.628774861,-1088205.536610295,-14337.3496088433,-14337.3496088433,-1299.553574380029,1.0,235.0,-1322.5217498698428,-1237.4291532697137,-1237.4291532697137,-864.1051186048009,373.3240346649128,373.3240346649128
68000.0,,,,,,,,,,,,,,,,,-820.2236393726589,,
68781.55565696952,778000.0,756000.0,650.0,-462.8996760140425,63.97864786800781,12861.188193,-400989.7663490555,-1088254.6970927701,-5158.779540802125,-5158.779540802125,-1174.6952399682832,1.0,235.0,-1007.8076815406489,-950.4731539662926,-950.4731539662926,-791.6426823098718,158.83047165642074,158.83047165642074
73000.0,,,,,,,,,,,,,,,,,-763.0617252470847,,
73997.6316937188,773000.0,756000.0,650.0,-355.231476792285,7.44392532831851,5971.26594675,-395774.08985502855,-1088322.705000145,-1558.343261630055,-1558.343261630055,-1522.8208922465267,1.0,235.0,-747.6513440788594,-717.5956819382046,-717.5956819382046,-747.7779728004898,-30.182290862285186,30.182290862285186
78000.0,,,,,,,,,,,,,,,,,-732.4942203538949,,
80949.28031083233,768000.0,750857.1428571428,650.0,-265.1752611963375,2.698930181851645,4330.808269071429,-388822.9271143003,-1088410.0113094542,-1424.179024748547,-1424.179024748547,-1857.2832640611036,1.0,202.42857142857142,-542.0527374844735,-539.2759407775203,-539.2759407775203,-728.5043549703294,-189.22841419280905,189.22841419280905
83000.0,,,,,,,,,,,,,,,,,-724.5144895867637,,
84288.85363677268,763000.0,745714.2857142857,650.0,-264.224826360182,2.8479388068917197,4527.663190392857,-385483.48317559157,-1088445.3917090185,-1623.8438894179642,-1623.8438894179642,-1861.0624999008164,1.0,169.85714285714283,-391.011861757491,-415.5139304842399,-415.5139304842399,-728.048292337631,-312.5343618533911,312.5343618533911
87628.4313858565,758000.0,740571.4285714285,650.0,-263.2743915240265,2.996947431931795,4724.518111714286,-382144.0392368829,-1088480.7721085828,-1823.5087540873815,-1823.5087540873815,-1864.8417357405292,1.0,137.28571428571428,-294.5287168979123,-346.30965105836304,-346.30965105836304,-731.5820950884984,-385.2724440301353,385.2724440301353
88000.0,,,,,,,,,,,,,,,,,-735.1158978393656,,
90000.0,,,,,,,,,,,,,,,,,-743.5345794620775,,
90968.0130709424,753000.0,735428.5714285715,650.0,-262.32395668787103,3.14595605697187,4921.373033035715,-378804.5952981741,-1088516.152508147,-2023.1736187567985,-2023.1736187567985,-1868.6209715802418,1.0,104.71428571428571,-252.60330290573734,-331.66310249989,-331.66310249989,-751.9532610847896,-420.2901585848996,420.2901585848996
93000.0,,,,,,,,,,,,,,,,,-760.3719427075015,,
94307.59827389005,748000.0,730285.7142857143,650.0,-261.3735218517155,3.294964682011945,5118.227954357143,-375465.15135946544,-1088551.5329077113,-2222.8384834262156,-2222.8384834262156,-1872.4002074199545,1.0,72.14285714285714,-265.23561978096603,-365.4076127068557,-365.4076127068557,-773.2481287907168,-407.84051608386113,407.84051608386113
97647.18663376136,743000.0,725142.8571428572,650.0,-260.42308701556004,3.44397330705202,5315.082875678572,-372125.7074207567,-1088586.9133072756,-2422.503348095633,-2422.503348095633,-1876.1794432596673,1.0,39.57142857142857,-332.4256675235986,-435.2098374753305,-435.2098374753305,-786.124314873932,-350.9144773986015,350.9144773986015
98000.0,,,,,,,,,,,,,,,,,-799.0005009571473,,
100986.77783736201,738000.0,720000.0,650.0,-259.4726521794045,3.592981932092095,5511.9377970000005,-368786.263482048,-1088622.29370684,-2622.16821276505,-2622.16821276505,-1879.95867909938,1.0,7.0,-454.1734461336347,-528.7364326013846,-528.7364326013846,-823.207236392029,-294.47080379064437,294.47080379064437
103000.0,,,,,,,,,,,,,,,,,-847.4139718269107,,
106831.06848423608,733000.0,720000.0,650.0,-257.8093912161324,3.8537470259122264,5856.4339093125,-362942.2365893078,-1088684.2094060774,-2971.5817259365303,-2971.5817259365303,-1875.8397430303278,1.0,7.0,-593.4789229992853,-633.6540538810884,-633.6540538810884,-872.925562810459,-239.2715089293706,239.2715089293706
108000.0,,,,,,,,,,,,,,,,,-898.4371537940073,,
